order_number,product_name,variant_name,quantity,unit_price,subtotal
ORD-250319-37592,Bistay per Sack,,3,185.00,555.00
ORD-250319-37592,Concrete Hollow Block,"6"" CHB (Per Piece)",5,16.00,80.00
ORD-250319-27254,Coco Lumber,2x4x10 (Per Piece),3,120.00,360.00
ORD-250319-27254,Eagle Cement Advance,,2,260.00,520.00
ORD-250319-65951,Concrete Hollow Block,"6"" CHB (Per Piece)",21,16.00,336.00
ORD-250319-65951,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-250319-65951,"Hardiflex Screw 1""",,47,2.50,117.50
ORD-250319-65951,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-250319-58080,Concrete Hollow Block,"6"" CHB (Per Piece)",5,16.00,80.00
ORD-250319-58080,Tox,#12 Tox (Per Box),10,85.00,850.00
ORD-250319-58080,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",1,510.00,510.00
ORD-250319-58080,Lucky PPR Elbow Female 1/2,,4,29.00,116.00
ORD-250319-58080,Good Lumber S4S,2x3 per Board Foot,12,62.00,744.00
ORD-250320-64214,Bistay per Sack,,3,185.00,555.00
ORD-250320-64214,Boysen Lacquer Thinner B50,4 Liters,2,875.00,1750.00
ORD-250320-64214,Boysen Permacoat Flat Latex White,1 Liter,2,225.00,450.00
ORD-250320-66715,Neltex Sanitary PVC Pipe S600,"4"" x 3m",3,608.00,1824.00
ORD-250320-66715,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",1,48.00,48.00
ORD-250320-66715,Deformed Bar G40,16mm x 6m,2,293.00,586.00
ORD-250320-66715,Good Lumber S4S,2x6 per Board Foot,1,65.00,65.00
ORD-250320-06586,Black Screw Pointed,"2"" (Per Box 500pcs)",2,290.00,580.00
ORD-250320-01244,Tekscrew,"2"" (Per Piece)",22,3.00,66.00
ORD-250320-01244,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",11,32.00,352.00
ORD-250320-01244,Adjustable Hacksaw,,3,130.00,390.00
ORD-250320-01244,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-250320-17213,Concrete Hollow Block,"4"" CHB (Per Piece)",5,12.00,60.00
ORD-250320-13859,Nihonweld Welding Rod N6013,"5/32"" (4.0mm) per kg",4,175.00,700.00
ORD-250320-13859,Coco Lumber,2x2x10 (Per Piece),6,60.00,360.00
ORD-250320-13859,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250320-13859,Tekscrew,"1.5"" (Per Piece)",87,2.50,217.50
ORD-250320-13859,Novtek Concrete Sealer 4 Liters,,3,480.00,1440.00
ORD-250321-38130,Tekscrew,"1"" (Per Piece)",69,2.00,138.00
ORD-250321-38130,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-250321-38130,White Sand,,1,48.00,48.00
ORD-250321-38130,KD S4S Wood PL,2x3 per Board Foot,2,72.00,144.00
ORD-250321-38130,Lucky PPR Elbow Female 1/2,,12,29.00,348.00
ORD-250321-65340,Tox,#8 Tox (Per Box),10,48.00,480.00
ORD-250321-65340,Coco Lumber,2x4x10 (Per Piece),2,120.00,240.00
ORD-250321-92143,Black Screw Pointed,"2"" (Per Box 500pcs)",2,290.00,580.00
ORD-250321-92143,Common Wire Nail,"4"" (Per Kilo)",2,56.00,112.00
ORD-250321-92143,Boysen Lacquer Thinner B50,1/4 Liter,1,78.00,78.00
ORD-250321-74283,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250321-74283,Concrete Nail,"3"" (Per Kilo)",2,118.00,236.00
ORD-250321-74283,Longspan RIB22,8ft (0.4mm),2,354.00,708.00
ORD-250321-02813,G.I Pipe Local S20,"2"" (20ft)",3,940.00,2820.00
ORD-250321-02813,Gardner,,1,295.00,295.00
ORD-250321-91660,G.I Pipe Local S20,"1"" (20ft)",3,395.00,1185.00
ORD-250321-91660,Lucky PPR Elbow Female 1/2,,23,29.00,667.00
ORD-250321-48937,Concrete Hollow Block,"6"" CHB (Per Piece)",23,16.00,368.00
ORD-250321-48937,White Sand,,10,48.00,480.00
ORD-250321-48937,Coco Lumber,2x2x8 (Per Piece),11,48.00,528.00
ORD-250321-48937,Tekscrew,"3"" (Per Piece)",100,4.00,400.00
ORD-250321-48937,Flat Bar,"1"" x 3mm (20ft)",6,195.00,1170.00
ORD-250322-00164,Shadow Line,,8,80.00,640.00
ORD-250322-00164,Tekscrew,"3"" (Per Piece)",61,4.00,244.00
ORD-250322-63870,G.I Pipe Local S20,"1.5"" (20ft)",3,615.00,1845.00
ORD-250322-63870,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",1,270.00,270.00
ORD-250322-63870,Longspan RIB22,14ft (0.4mm),1,620.00,620.00
ORD-250322-85728,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250322-85728,Black Screw Metal,"1.5"" (Per Box 500pcs)",1,265.00,265.00
ORD-250322-85728,Concrete Hollow Block,"4"" CHB (Per Piece)",14,12.00,168.00
ORD-250322-85728,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",2,530.00,1060.00
ORD-250323-61685,Coco Lumber,2x4x10 (Per Piece),3,120.00,360.00
ORD-250323-61685,Concrete Nail,"2"" (Per Kilo)",5,120.00,600.00
ORD-250323-61685,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",2,530.00,1060.00
ORD-250323-61685,G.I Pipe Local S20,"1/2"" (20ft)",3,245.00,735.00
ORD-250324-51978,Longspan RIB22,16ft (0.4mm),1,708.00,708.00
ORD-250324-51978,Concrete Nail,"3"" (Per Kilo)",4,118.00,472.00
ORD-250324-51978,Common Wire Nail,"4"" (Per Kilo)",7,56.00,392.00
ORD-250324-51978,C-Purlins GI,"2"" x 4"" x 6m (1.0mm)",3,410.00,1230.00
ORD-250324-04017,Longspan RIB22,12ft (0.4mm),1,531.00,531.00
ORD-250324-04017,Tekscrew,"3"" (Per Piece)",91,4.00,364.00
ORD-250324-04017,Tekscrew,"2"" (Per Piece)",69,3.00,207.00
ORD-250324-30108,Marine Plywood Local,1/2 (4x8ft),2,640.00,1280.00
ORD-250324-40353,Concrete Nail,"2"" (Per Kilo)",3,120.00,360.00
ORD-250324-24351,Common Wire Nail,"1.5"" (Per Kilo)",7,62.00,434.00
ORD-250324-24351,Tekscrew,"1.5"" (Per Piece)",26,2.50,65.00
ORD-250324-24351,Concrete Hollow Block,"6"" CHB (Per Piece)",23,16.00,368.00
ORD-250324-74705,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250324-74705,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-250324-74705,G.I Pipe Local S20,"1"" (20ft)",2,395.00,790.00
ORD-250325-87630,Neltex Sanitary PVC Pipe S600,"2"" x 3m",6,268.00,1608.00
ORD-250325-87630,Coco Lumber,2x4x10 (Per Piece),2,120.00,240.00
ORD-250325-21762,Boysen Lacquer Thinner B50,1 Liter,5,248.00,1240.00
ORD-250325-21762,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250325-21762,Circuit Breaker Bolt-On,20A,5,258.00,1290.00
ORD-250325-21762,Longspan RIB22,12ft (0.4mm),2,531.00,1062.00
ORD-250326-64612,Claw Hammer Wood Handle,,2,175.00,350.00
ORD-250326-64612,Metal Studs,,2,165.00,330.00
ORD-250326-64612,Coco Lumber,2x2x8 (Per Piece),3,48.00,144.00
ORD-250326-48627,Longspan RIB22,14ft (0.4mm),1,620.00,620.00
ORD-250326-48627,Tekscrew,"1.5"" (Per Piece)",41,2.50,102.50
ORD-250326-92430,"Hardiflex Screw 1""",,63,2.50,157.50
ORD-250326-92430,Tekscrew,"1.5"" (Per Piece)",95,2.50,237.50
ORD-250326-92430,Coco Lumber,2x3x8 (Per Piece),5,72.00,360.00
ORD-250326-92430,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250326-01569,Neltex PPR PVC Pipe,"1/2"" x 3m",2,109.00,218.00
ORD-250326-01569,Tox,#8 Tox (Per Box),6,48.00,288.00
ORD-250326-81695,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250326-81695,Black Screw Metal,"2"" (Per Box 500pcs)",2,310.00,620.00
ORD-250326-81695,Circuit Breaker Bolt-On,20A,1,258.00,258.00
ORD-250327-65377,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250327-03682,Concrete Hollow Block,"4"" CHB (Per Piece)",3,12.00,36.00
ORD-250327-00282,Good Lumber S4S,2x3 per Board Foot,1,62.00,62.00
ORD-250327-00282,Wood Screw Flat Head,"1.5"" (Per Kilo)",3,175.00,525.00
ORD-250327-00282,Tekscrew,"1"" (Per Piece)",51,2.00,102.00
ORD-250327-00282,Gardner,,4,295.00,1180.00
ORD-250327-42600,Metal Furring,25 x 50 (10ft),4,93.00,372.00
ORD-250327-42600,Neltex PVC Sanitary P-Trap,"4""",3,225.00,675.00
ORD-250327-42600,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",1,510.00,510.00
ORD-250327-87398,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250327-87398,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-250327-87398,GI Wire #16,,8,85.00,680.00
ORD-250327-87398,G.I Pipe Local S20,"1"" (20ft)",3,395.00,1185.00
ORD-250328-21888,Common Wire Nail,"3"" (Per Kilo)",10,58.00,580.00
ORD-250328-21888,Plywood Ordinary,3/4 (4x8ft),1,710.00,710.00
ORD-250328-21888,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250328-76856,White Sand,,3,48.00,144.00
ORD-250328-76856,Coco Lumber,2x2x8 (Per Piece),2,48.00,96.00
ORD-250328-76856,Plywood Ordinary,1/4 (4x8ft),4,250.00,1000.00
ORD-250328-76856,Tekscrew,"3"" (Per Piece)",47,4.00,188.00
ORD-250328-45501,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250328-45501,Lucky PPR Elbow Female 1/2,,15,29.00,435.00
ORD-250328-52748,Tox,#8 Tox (Per Box),1,48.00,48.00
ORD-250328-52748,KD S4S Wood PL,2x2 per Board Foot,8,72.00,576.00
ORD-250328-60103,Tekscrew,"1"" (Per Piece)",56,2.00,112.00
ORD-250328-60103,Black Screw Pointed,"2"" (Per Box 500pcs)",3,290.00,870.00
ORD-250328-60103,"Hardiflex Screw 1""",,97,2.50,242.50
ORD-250328-72419,KD S4S Wood PL,2x4 per Board Foot,8,72.00,576.00
ORD-250329-66048,Circuit Breaker Bolt-On,60A,3,378.00,1134.00
ORD-250329-66048,Coco Lumber,2x2x8 (Per Piece),7,48.00,336.00
ORD-250329-90471,Coco Lumber,2x2x8 (Per Piece),8,48.00,384.00
ORD-250329-90471,Longspan RIB22,14ft (0.4mm),3,620.00,1860.00
ORD-250329-90471,Tekscrew,"1"" (Per Piece)",49,2.00,98.00
ORD-250329-90471,Black Screw Metal,"2"" (Per Box 500pcs)",3,310.00,930.00
ORD-250329-76760,Boysen Lacquer Thinner B50,4 Liters,2,875.00,1750.00
ORD-250329-26837,Boysen Permacoat Flat Latex White,4 Liters,2,795.00,1590.00
ORD-250329-26837,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",3,510.00,1530.00
ORD-250329-26837,Boysen Lacquer Thinner B50,1 Liter,1,248.00,248.00
ORD-250330-70636,"Hardiflex Screw 1""",,35,2.50,87.50
ORD-250330-70636,Longspan RIB22,10ft (0.5mm),2,602.00,1204.00
ORD-250330-07278,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250330-07278,Deformed Bar G40,10mm x 6m,5,115.00,575.00
ORD-250331-26565,Tox,#8 Tox (Per Box),2,48.00,96.00
ORD-250331-26565,Gravel 3/4,,3,52.00,156.00
ORD-250331-26565,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250331-87025,Concrete Hollow Block,"6"" CHB (Per Piece)",5,16.00,80.00
ORD-250331-87025,Coco Lumber,2x3x10 (Per Piece),7,90.00,630.00
ORD-250331-87025,Tekscrew,"2"" (Per Piece)",71,3.00,213.00
ORD-250331-87025,G.I Pipe Local S20,"1/2"" (20ft)",3,245.00,735.00
ORD-250331-57429,W-Clip,,69,2.00,138.00
ORD-250331-57429,Circuit Breaker Bolt-On,15A,5,258.00,1290.00
ORD-250331-57429,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-250331-24555,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-250331-24555,Circuit Breaker Bolt-On,30A,3,268.00,804.00
ORD-250331-04139,W-Clip,,68,2.00,136.00
ORD-250331-04139,Tubular Bar GI,"1"" x 1"" (20ft) 1.2mm",1,320.00,320.00
ORD-250331-65248,Concrete Hollow Block,"4"" CHB (Per Piece)",5,12.00,60.00
ORD-250331-40092,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250331-40092,Concrete Hollow Block,"6"" CHB (Per Piece)",18,16.00,288.00
ORD-250331-36594,Phenolic Board 18mm,,1,780.00,780.00
ORD-250331-36594,Tekscrew,"2"" (Per Piece)",78,3.00,234.00
ORD-250331-36594,Boysen Permacoat Flat Latex White,4 Liters,2,795.00,1590.00
ORD-250331-36594,Gravel 3/4,,12,52.00,624.00
ORD-250401-58005,W-Clip,,44,2.00,88.00
ORD-250401-08809,Circuit Breaker Bolt-On,20A,2,258.00,516.00
ORD-250401-08809,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-250401-08809,White Sand,,1,48.00,48.00
ORD-250401-58425,Good Lumber S4S,2x2 per Board Foot,11,62.00,682.00
ORD-250401-58425,Tekscrew,"2.5"" (Per Piece)",53,3.50,185.50
ORD-250401-72547,"Neltex Electrical Pipe Thickwall 1/2""",,1,65.00,65.00
ORD-250401-72547,White Sand,,5,48.00,240.00
ORD-250401-72547,Circuit Breaker Bolt-On,20A,6,258.00,1548.00
ORD-250401-72547,"Hardiflex Screw 1""",,13,2.50,32.50
ORD-250401-17802,Concrete Hollow Block,"6"" CHB (Per Piece)",8,16.00,128.00
ORD-250401-17802,Tekscrew,"1"" (Per Piece)",29,2.00,58.00
ORD-250401-16408,Eagle Cement Advance,,5,260.00,1300.00
ORD-250401-16408,Gravel 3/4,,5,52.00,260.00
ORD-250401-16408,Tekscrew,"2.5"" (Per Piece)",80,3.50,280.00
ORD-250401-83865,Tekscrew,"2.5"" (Per Piece)",71,3.50,248.50
ORD-250401-83865,Nihonweld Welding Rod N6013,"5/32"" (4.0mm) per kg",3,175.00,525.00
ORD-250401-42968,Coco Lumber,2x2x10 (Per Piece),9,60.00,540.00
ORD-250401-76928,"Neltex Electrical Pipe Thickwall 1/2""",,6,65.00,390.00
ORD-250401-57713,Marine Plywood Local,1/4 (4x8ft),2,380.00,760.00
ORD-250401-03986,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",2,530.00,1060.00
ORD-250401-03986,G.I Pipe Local S20,"3/4"" (20ft)",1,320.00,320.00
ORD-250401-08369,Deformed Bar G40,20mm x 6m,3,458.00,1374.00
ORD-250401-08369,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",3,48.00,144.00
ORD-250401-08369,"Twisted Wire Cup Brush 4""",,1,95.00,95.00
ORD-250401-08369,W-Clip,,65,2.00,130.00
ORD-250402-65782,Neltex PVC Sanitary P-Trap,"4""",4,225.00,900.00
ORD-250402-65782,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",3,530.00,1590.00
ORD-250402-65782,KD S4S Wood PL,2x3 per Board Foot,3,72.00,216.00
ORD-250402-65782,Concrete Hollow Block,"6"" CHB (Per Piece)",21,16.00,336.00
ORD-250402-24470,Coco Lumber,2x2x8 (Per Piece),11,48.00,528.00
ORD-250402-24470,"Hardiflex Screw 1""",,16,2.50,40.00
ORD-250402-84715,Gardner,,4,295.00,1180.00
ORD-250402-84715,Concrete Hollow Block,"6"" CHB (Per Piece)",7,16.00,112.00
ORD-250402-84715,Coco Lumber,2x2x8 (Per Piece),1,48.00,48.00
ORD-250402-32686,"Twisted Wire Cup Brush 4""",,6,95.00,570.00
ORD-250402-32686,Longspan RIB22,10ft (0.4mm),1,443.00,443.00
ORD-250402-32686,Phenolic Board 1/2 Croco,,2,620.00,1240.00
ORD-250402-60876,Concrete Hollow Block,"6"" CHB (Per Piece)",4,16.00,64.00
ORD-250402-60876,Tekscrew,"2.5"" (Per Piece)",41,3.50,143.50
ORD-250402-60876,Marine Plywood Local,1/2 (4x8ft),1,640.00,640.00
ORD-250402-68203,Tekscrew,"2.5"" (Per Piece)",64,3.50,224.00
ORD-250402-68203,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-250402-68203,Concrete Hollow Block,"4"" CHB (Per Piece)",18,12.00,216.00
ORD-250402-68203,C-Purlins GI,"2"" x 3"" x 6m (1.0mm)",1,380.00,380.00
ORD-250402-07483,Wood Screw Flat Head,"3/4"" (Per Kilo)",2,195.00,390.00
ORD-250402-07483,G.I Pipe Local S20,"2"" (20ft)",1,940.00,940.00
ORD-250402-07483,Tekscrew,"3"" (Per Piece)",98,4.00,392.00
ORD-250402-73043,Coco Lumber,2x2x10 (Per Piece),1,60.00,60.00
ORD-250402-73043,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",1,650.00,650.00
ORD-250402-73043,Tox,#8 Tox (Per Box),4,48.00,192.00
ORD-250402-73043,Phenolic Board 18mm,,3,780.00,2340.00
ORD-250402-53946,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250403-84150,Coco Lumber,2x2x12 (Per Piece),4,72.00,288.00
ORD-250403-36524,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) per kg",1,165.00,165.00
ORD-250403-36524,Wood Screw Flat Head,"1.5"" (Per Kilo)",4,175.00,700.00
ORD-250403-36524,Deformed Bar G40,10mm x 6m,6,115.00,690.00
ORD-250403-80559,Longspan RIB22,12ft (0.4mm),3,531.00,1593.00
ORD-250403-74733,Boysen Lacquer Thinner B50,4 Liters,1,875.00,875.00
ORD-250403-74733,Tekscrew,"1.5"" (Per Piece)",65,2.50,162.50
ORD-250403-60122,Coco Lumber,2x2x8 (Per Piece),3,48.00,144.00
ORD-250403-60122,Boysen Lacquer Thinner B50,4 Liters,1,875.00,875.00
ORD-250403-94799,White Sand,,6,48.00,288.00
ORD-250403-94799,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-250403-94799,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250403-18003,Boysen Lacquer Thinner B50,1/4 Liter,7,78.00,546.00
ORD-250403-18003,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",1,510.00,510.00
ORD-250403-82661,Lucky PPR Elbow Female 1/2,,24,29.00,696.00
ORD-250403-82661,Tekscrew,"1"" (Per Piece)",23,2.00,46.00
ORD-250403-09535,Concrete Hollow Block,"6"" CHB (Per Piece)",5,16.00,80.00
ORD-250403-61774,Coco Lumber,2x2x8 (Per Piece),9,48.00,432.00
ORD-250403-61774,Circuit Breaker Bolt-On,30A,1,268.00,268.00
ORD-250403-61774,Tekscrew,"3"" (Per Piece)",14,4.00,56.00
ORD-250403-49856,Longspan RIB22,14ft (0.4mm),3,620.00,1860.00
ORD-250403-49856,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",2,616.00,1232.00
ORD-250403-49856,"Hardiflex Screw 1""",,48,2.50,120.00
ORD-250404-50291,Longspan RIB22,14ft (0.4mm),1,620.00,620.00
ORD-250404-50291,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) per kg",2,165.00,330.00
ORD-250404-50291,Common Wire Nail,"2"" (Per Kilo)",9,60.00,540.00
ORD-250404-50291,Longspan RIB22,12ft (0.4mm),2,531.00,1062.00
ORD-250404-50436,Wood Screw Flat Head,"3/4"" (Per Kilo)",5,195.00,975.00
ORD-250404-50436,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",1,616.00,616.00
ORD-250404-50436,Lucky PPR Elbow Female 1/2,,23,29.00,667.00
ORD-250404-92856,W-Clip,,38,2.00,76.00
ORD-250404-92856,Tekscrew,"1.5"" (Per Piece)",51,2.50,127.50
ORD-250404-53321,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",1,616.00,616.00
ORD-250404-53321,Deformed Bar G40,20mm x 6m,1,458.00,458.00
ORD-250404-53321,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",3,650.00,1950.00
ORD-250404-88729,Longspan RIB22,8ft (0.5mm),3,482.00,1446.00
ORD-250404-88729,White Sand,,5,48.00,240.00
ORD-250404-88729,Tekscrew,"2.5"" (Per Piece)",26,3.50,91.00
ORD-250404-95569,Coco Lumber,2x3x8 (Per Piece),2,72.00,144.00
ORD-250404-57399,Bistay per Sack,,2,185.00,370.00
ORD-250404-57399,Tekscrew,"1.5"" (Per Piece)",86,2.50,215.00
ORD-250404-57399,Concrete Hollow Block,"6"" CHB (Per Piece)",24,16.00,384.00
ORD-250404-20640,Phenolic Board 18mm,,3,780.00,2340.00
ORD-250404-20640,Lucky PPR Elbow Female 1/2,,12,29.00,348.00
ORD-250404-20640,Wood Screw Flat Head,"1"" (Per Kilo)",2,180.00,360.00
ORD-250405-06881,Tekscrew,"3"" (Per Piece)",89,4.00,356.00
ORD-250405-06881,Tekscrew,"2"" (Per Piece)",16,3.00,48.00
ORD-250405-56489,Tekscrew,"1.5"" (Per Piece)",53,2.50,132.50
ORD-250405-56489,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-250405-56489,G.I Pipe Local S20,"2"" (20ft)",3,940.00,2820.00
ORD-250405-25778,C-Purlins GI,"2"" x 3"" x 6m (1.2mm)",1,450.00,450.00
ORD-250405-59032,GI Wire #16,,3,85.00,255.00
ORD-250405-59032,Tekscrew,"2.5"" (Per Piece)",53,3.50,185.50
ORD-250405-59032,Boysen Lacquer Thinner B50,1 Liter,6,248.00,1488.00
ORD-250405-76667,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",3,48.00,144.00
ORD-250405-76667,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",1,32.00,32.00
ORD-250405-76667,Concrete Hollow Block,"4"" CHB (Per Piece)",15,12.00,180.00
ORD-250405-76667,Concrete Hollow Block,"6"" CHB (Per Piece)",14,16.00,224.00
ORD-250405-56513,Tekscrew,"1"" (Per Piece)",10,2.00,20.00
ORD-250405-56513,Concrete Hollow Block,"6"" CHB (Per Piece)",12,16.00,192.00
ORD-250405-56513,Longspan RIB22,16ft (0.4mm),3,708.00,2124.00
ORD-250405-56513,Neltex PVC Sanitary P-Trap,"3""",6,145.00,870.00
ORD-250405-56513,Tekscrew,"3"" (Per Piece)",40,4.00,160.00
ORD-250406-31674,Common Wire Nail,"3"" (Per Kilo)",1,58.00,58.00
ORD-250406-31674,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",1,32.00,32.00
ORD-250406-50724,KD S4S Wood PL,2x4 per Board Foot,10,72.00,720.00
ORD-250406-33250,Tekscrew,"1"" (Per Piece)",100,2.00,200.00
ORD-250406-33250,Coco Lumber,2x2x10 (Per Piece),6,60.00,360.00
ORD-250406-33250,Wood Screw Flat Head,"1.5"" (Per Kilo)",5,175.00,875.00
ORD-250406-33250,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250407-44845,W-Clip,,49,2.00,98.00
ORD-250407-25801,Tekscrew,"3"" (Per Piece)",10,4.00,40.00
ORD-250407-25801,Neltex PVC Sanitary P-Trap,"2""",12,85.00,1020.00
ORD-250407-25801,Tubular Bar GI,"1"" x 1"" (20ft) 1.2mm",2,320.00,640.00
ORD-250407-43421,Longspan RIB22,14ft (0.4mm),2,620.00,1240.00
ORD-250407-43421,Concrete Hollow Block,"4"" CHB (Per Piece)",14,12.00,168.00
ORD-250407-89362,G.I Pipe Local S20,"2"" (20ft)",1,940.00,940.00
ORD-250407-89362,Neltex Sanitary PVC Pipe S600,"4"" x 3m",3,608.00,1824.00
ORD-250407-34110,Tekscrew,"2.5"" (Per Piece)",26,3.50,91.00
ORD-250407-34110,Concrete Hollow Block,"4"" CHB (Per Piece)",19,12.00,228.00
ORD-250407-03578,Tekscrew,"2.5"" (Per Piece)",86,3.50,301.00
ORD-250407-47206,G.I Pipe Local S20,"1.5"" (20ft)",2,615.00,1230.00
ORD-250407-04207,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",2,510.00,1020.00
ORD-250407-04207,Lucky PPR Elbow Female 1/2,,7,29.00,203.00
ORD-250407-04207,Tox,#8 Tox (Per Box),4,48.00,192.00
ORD-250407-17648,Tekscrew,"2"" (Per Piece)",89,3.00,267.00
ORD-250407-26937,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-250407-26937,Tekscrew,"1"" (Per Piece)",33,2.00,66.00
ORD-250407-26937,Lucky PPR Elbow Female 1/2,,7,29.00,203.00
ORD-250407-26937,C-Purlins GI,"2"" x 3"" x 6m (1.0mm)",3,380.00,1140.00
ORD-250407-26937,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",3,510.00,1530.00
ORD-250407-46745,Tekscrew,"3"" (Per Piece)",21,4.00,84.00
ORD-250407-46745,Tekscrew,"2"" (Per Piece)",87,3.00,261.00
ORD-250407-46745,Flat Bar,"1.5"" x 3mm (20ft)",6,265.00,1590.00
ORD-250407-63600,White Sand,,8,48.00,384.00
ORD-250407-63600,C-Purlins GI,"2"" x 4"" x 6m (1.0mm)",2,410.00,820.00
ORD-250407-63600,Concrete Hollow Block,"6"" CHB (Per Piece)",6,16.00,96.00
ORD-250407-46895,KD S4S Wood PL,2x4 per Board Foot,1,72.00,72.00
ORD-250407-46895,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250408-78983,Marine Plywood Local,1/2 (4x8ft),3,640.00,1920.00
ORD-250408-94697,Lucky PPR Elbow Female 1/2,,8,29.00,232.00
ORD-250408-94697,Tekscrew,"2.5"" (Per Piece)",46,3.50,161.00
ORD-250408-94697,Longspan RIB22,14ft (0.4mm),2,620.00,1240.00
ORD-250408-96129,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",6,270.00,1620.00
ORD-250408-96129,Tekscrew,"2.5"" (Per Piece)",93,3.50,325.50
ORD-250408-59122,Camel Drawer Lock,,12,85.00,1020.00
ORD-250408-59122,Longspan RIB22,8ft (0.5mm),2,482.00,964.00
ORD-250408-59122,W-Clip,,69,2.00,138.00
ORD-250408-59122,Boysen Lacquer Thinner B50,1/4 Liter,10,78.00,780.00
ORD-250408-87082,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-250408-87082,Marine Plywood Local,1/2 (4x8ft),2,640.00,1280.00
ORD-250408-87082,Neltex Sanitary PVC Pipe S600,"4"" x 3m",1,608.00,608.00
ORD-250408-13170,W-Clip,,10,2.00,20.00
ORD-250408-13170,Tekscrew,"3"" (Per Piece)",15,4.00,60.00
ORD-250408-56167,Tox,#12 Tox (Per Box),7,85.00,595.00
ORD-250408-56167,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-250409-14874,Tox,#8 Tox (Per Box),6,48.00,288.00
ORD-250409-14874,Lucky PPR Elbow Female 1/2,,13,29.00,377.00
ORD-250409-02059,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
